,FullDate,Date_time,Date,DayDate,Month,Year,Week,Weekday,Day,Time,Timezone,UTC Time,Link,Heading,Data,City,State,Country,Category,Tags,Source,Summary,Negative_SentimentScore,Neutral_SentimentScore,Positive_SentimentScore,Aggregate_SentimentScore,Sentiment
206,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/medbridge-recognized-as-top-10-fastest-growing-healthcare-solution-20586352,MedBridge Recognized as 'Top 10 Fastest Growing Healthcare Solution Providers to Watch in 2018' by The Technology Headlines,"
MedBridge honored for its all-in-one solution that uses education to optimize quality and delivery of care, leading to improved patient outcomes
",SEATTLE,MASSACHUSETTS.,USA,['Healthcare Technology'],"['Digital Healthcare', 'Healthcare', 'Healthcare Technology', 'Healthcare Training', 'mHealth', 'Seattle Business News']", MedBridge,"The unique solution includes interactive, online continuing education, video-based patient education, and intuitive administrative tracking and reporting functions.
As the company looks ahead, its strong future roadmap focuses on further developing its educational ecosystem to continually improve patient outcomes for healthcare providers.
Justin Kowalchuk MedBridge founder and CEO“It is an honor to be included among the top 10 healthcare solution providers to watch this year,” said Justin Kowalchuk, MedBridge founder and CEO.
“We are closing the loop for healthcare organizations with the most scalable, cost-effective means to improve outcomes.
The flourishing subscriber network consists of allied health professionals, nurses and other healthcare providers.",0.0,0.837,0.163,0.9493,Positive
207,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/two-wicked-company-releases-the-simple-attitudes-stated-with-style-s-a-20585313,Two Wicked Company Releases the Simple Attitudes Stated With Style (S.A.S.S.) Collection of Candles,"
Candles are made from all-natural soy wax, quality fragrance oils and topped with a hand-stained wooden lid for an elevated statement piece. Each design features a unique phrase for a punch of personality and style and can be combined for an impressive gift set.
",ORLANDO, FLA.,USA,['Consumer Goods'],"['container candle', 'handmade', 'home decor', 'soy candle']", Two Wicked Company,"Designers Linda Santamaria and Janelle Droessler from Two Wicked Company are releasing the brand new Simple Attitudes Stated with Style (S.A.S.S.)
Two Wicked Company has created unique soy candles for home décor enthusiasts so that they can express their attitudes in scent and style.
Collection ranges in price from $24 for a single hand-poured soy candle to $70 for a trio gift set.
Linda and Janelle, on behalf of Two Wicked Company, are excited to welcome their fans to the new handmade candle collection they've been wanting.
Source: Two Wicked Company",0.128,0.753,0.119,-0.4404,Negative
208,"Aug 8, 2018",2018-08-08 00:00:00,2018-08-08,08,Aug,2018,32,3,Wednesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/sole-financial-partners-with-paypro-hcs-to-provide-solution-for-20591184,SOLE Financial Partners With PayPro HCS to Provide Solution for Unbanked Employees,Unknown,PORTLAND, ORE.,USA,"['Human Resources', 'Financial', 'Insurance Services']","['HCM', 'human resources', 'payroll card', 'payroll partnerships', 'PEO']", SOLE Financial,"SOLE Financial is partnering with PayPro HCS to relieve the burden on workers without banks and their employers.
Through the partnership with SOLE Financial, PayPro HCS, which is a human capital management company headquartered in Kennesaw, Georgia, will be able to provide their clients with a paycard for those un- and underbanked employees.
In return, SOLE Financial is planting 100 trees for every PayPro HCS client that achieves 100 percent direct deposit and eliminates unnecessary paper used for paychecks.
“Providing a paycard product gives PayPro HCS clients a tool for retaining employees and maintaining a competitive suite of payroll options.
About SOLE FinancialSOLE® Financial advances financial inclusion by providing unbanked workers instant and affordable access to their hard-earned pay while helping companies go paperless.",0.034,0.914,0.051,0.2732,Negative
209,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/basecrete-technologies-opens-first-canadian-warehouse-20590861,Basecrete Technologies Opens First Canadian Warehouse,Unknown,SARASOTA, FLA.,USA,"['Home Improvement', 'Renovations']","['Bridges', 'Building Supplies', 'Concrete', 'Concrete Damage', 'concrete structures', 'Construction', 'Micro-topping', 'Parking Garages', 'Pools']", Basecrete Technologies,"Bascecrete Technologies, LLC is excited to announce the opening of its first Canadian warehouse in Ontario.
“Selling out our entire inventory on the first day we opened was an incredible welcome to the Canadian market,” said Vito Mariano, President of Basecrete Technologies, LLC.
About Basecrete Technologies, LLCBasecrete Technologies, LLC is headquartered in Sarasota, Florida, with a new warehouse in Ontario, Canada.
About Vito MarianoBasecrete Technologies, LLC founder and president Vito Mariano is the inventor of waterproofing cement products and an industry leader with six (6) patents in cement-based products.
Facebook, Instagram, LinkedinMedia Contact: info@basecreteusa.comSource: Basecrete Technologies",0.0,0.945,0.055,0.6597,Positive
210,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/a-secure-environment-to-achieve-academic-potential-is-essential-says-20591197,A Secure Environment to Achieve Academic Potential is Essential Says Achievement House Cyber Charter School,"
It's more than physical safety; it's emotional support that is essential to achieving academic potential and not all students have the same needs.
",EXTON, PENN.,USA,['Educational News'],"['Charter School', 'Cyber Charter School', 'High School', 'Individual Learning', 'Middle School', 'Student Success']", Achievement House Cyber Charter School,"Mentors and Student Assistance Program: In addition to certified teachers and administrative staff, Achievement House mentors students.
Students are encouraged to work collaboratively with teachers and other students within the applications, systems and orchestrated on-site experiences that Achievement House curates to achieve their academic goals.
This three-pronged approach enables Achievement House to work cooperatively with the student and their family to create an optimal learning experience.
For more information on Achievement House, visit achievementcharter.com.
Source: Achievement House Cyber Charter School",0.0,0.916,0.084,0.7269,Positive
211,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/new-tech-network-awards-south-carolina-teachers-for-outstanding-project-20581596,New Tech Network Awards South Carolina  Teachers for Outstanding Project,"
Burke High School Educators Amelia Little and Edgar Johnson Honored at National Education Conference
",NAPA, CALIF.,USA,['Education'],"['Education', 'Innovation in Education', 'New Tech Annual Conference', 'New Tech Network', 'NTAC', 'NTN', 'PBL', 'Project-based Learning', 'Teaching']", New Tech Network,"Each year, New Tech Network chooses a project that exemplifies high-quality project-based learning taking place in the 200 NTN partner schools across the country.
A predominantly African-American population, Burke High School opened in 1910 and is one of 16 high schools in Charleston.
About New Tech NetworkNew Tech Network, a national nonprofit organization, is a leading design partner for comprehensive K-12 school change.
New Tech Network students consistently outperform national high school graduation and college persistence rates.
Source: New Tech Network",0.0,0.974,0.026,0.25,Negative
212,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/bill-goodmans-gun-knife-show-comes-to-the-brand-new-m-c-event-center-20591411,"Bill Goodman's Gun & Knife Show Comes to the Brand New 'M.C. Event Center & Fairgrounds' (Dayton, OH) Aug. 11-12. Sat 9-5 & Sun 9-4",Unknown,DAYTON, OHIO,USA,"['Sports, Fitness, and Recreation', 'Hunting', 'Fishing']","['ammo', 'CCW.', 'clips', 'grips', 'Guns', 'knives', 'NRA', 'rifles', 'scopes', 'self defense', 'shotguns', 'stun guns']", Bill Goodman's Gun & Knife Show,"Bill Goodman’s Gun & Knife Show has announced that due to the recent closure of the decades-old “Hara Arena” they have finally moved into their brand new facility at a new location.
where they will be producing their extremely popular Gun & Knife Show at the newly built “Montgomery County Fairgrounds and Event Center” (M.C.
Bill Goodman’s Gun & Knife Shows is one of the country’s top, professionally produced, Gun & Knife Shows.
Bill Goodman’s Gun & Knife Show promotes the safe and legal sale of firearms for collectors, traders and outdoor enthusiasts.
For info: 24hr Hotline at (502) 538-3900 or http://www.GunShow.netContact: David Goodman at 502.538.6900 or email us at ProGun@GunShow.netSource: Bill Goodman's Gun & Knife Show",0.114,0.775,0.111,-0.079,Negative
213,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/a-shared-vision-for-the-deschutes-river-20590120,A Shared Vision for the Deschutes River,"
Announcing key collaboration between Central Oregon river advocates and local irrigators on goals that benefit farms and fish
",BEND, ORE.,USA,"['Environmental Protection', 'Environmentalism', 'Hunting', 'Fishing']","['Bend', 'Coalition', 'Deschutes', 'Deschutes River', 'Farms', 'Fish', 'Oregon', 'Restoration', 'River', 'Vision', 'Wild and Scenic River', 'Wildlife']", Coalition for the Deschutes,"Announcing key collaboration between Central Oregon river advocates and local irrigators on goals that benefit farms and fishThe Coalition for the Deschutes, a non-profit river-advocacy group based in Bend, Oregon, and the Deschutes Basin Board of Control (DBBC), comprising the eight irrigation districts of Central Oregon, are proud to announce that they have jointly developed and signed a memorandum entitled: “A Shared Vision for the Deschutes: Working Together so Families, Farms, and Fish can Thrive.”To date, other organizations endorsing the “Shared Vision for the Deschutes” memorandum include the Deschutes River Conservancy, Trout Unlimited Deschutes Redbands, Sunriver Anglers, Oregon Environmental Council and the Wild River Owners Association.
The Shared Vision grew out of our work together and recognizes that the fastest way to restore flows to the Upper Deschutes River is for us to work together.
The Shared Vision grew out of our work together and recognizes that the fastest way to restore flows to the Upper Deschutes River is for us to work together,” said Gail Snyder, executive director of the Coalition for the Deschutes.
About Coalition for the Deschutes: Coalition for the Deschutes is a 501(c)(3) nonprofit organization dedicated to the restoration and protection of the Deschutes River.
Learn more at www.coalitionforthedeschutes.orgAbout the DBBC: The Deschutes Basin Board of Control includes eight irrigation districts in Oregon’s Deschutes Basin.",0.0,0.868,0.132,0.9771,Positive
214,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/this-anti-aging-treatment-will-have-everyone-in-awe-of-your-secret-to-20584718,This Anti-Aging Treatment Will Have Everyone in Awe of Your 'Secret' to Youthful Skin,"
In the ever-changing world of skincare, the latest breakthrough in anti-aging treatments is here. Thanks to Cutera's new fractional Radiofrequency (RF) microneedling device, RF Microneedling is no longer exclusive to only those who can afford these specialized treatments. This cutting-edge treatment is currently only offered at selected offices including the experts at Siperstein Dermatology Group
",BOYNTON BEACH, FLA.,USA,['Dermatology/Skin Diseases'],"['aesthetic beauty', 'anti-aging', 'cosmetic dermatology', 'dermatologist', 'dermatology', 'microneedling', 'radiofrequency microneedling', 'RF microneedling']", Siperstein Dermatology Group,"Thanks to Cutera's new fractional Radiofrequency (RF) microneedling device, RF Microneedling is no longer exclusive to only those who can afford these specialized treatments.
That is why Siperstein Dermatology Group is proud to announce that it has joined the ranks of those at the forefront of innovative skin treatments by offering Cutera’s newest innovation called ""Secret RF.""
Siperstein Dermatology Group founder, Dr. Robyn Siperstein states: “Radiofrequency Microneedling can rebuild and revitalize your skin.
Come and experience the evolution of skincare with Siperstein Dermatology Group and Cutera’s ""Secret RF.""
Source: Siperstein Dermatology Group",0.022,0.85,0.128,0.8689,Positive
215,"Aug 7, 2018",2018-08-07 00:00:00,2018-08-07,07,Aug,2018,32,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/godlan-infor-cloudsuite-industrial-syteline-erp-specialist-named-to-20583441,"Godlan, Infor CloudSuite Industrial (SyteLine) ERP Specialist, Named to Bob Scott's Insights Top 100 VARs 2018","
Godlan announced today that they have been selected for the Bob Scott's Insights Top 100 VARs for 2018.
",CLINTON TOWNSHIP, MICH.,USA,"['Enterprise Resource Planning (ERP)', 'Manufacturing']","['Accounting Software', 'CPQ', 'ERP Software', 'Infor CloudSuite Industrial SyteLine', 'IoT', 'Manufacturing Software', 'Top 100 VAR 2018']"," Godlan, Inc.","Godlan announced today that they have been selected for the Bob Scott's Insights Top 100 VARs for 2018.
Godlan, a manufacturing ERP software specialist (Infor CloudSuiteTM Industrial - SyteLine), Infor CPQ (Configure Price Quote) specialist, and Infor Gold Channel Partner announced today that they have been selected for the Bob Scott’s Insights Top 100 VARs for 2018.
“We want to congratulate this year's class of Bob Scott's Top 100 VARs,” said Bob Scott, executive editor of Bob Scott’s Insights.
We want to congratulate this year's class of Bob Scott's Top 100 VARs Bob Scott Executive Editor of Bob Scott's InsightsWith expertise in manufacturing, Godlan offers business consulting, technical consulting and programming, infrastructure, implementation, IoT platforms, and CPQ services.
For more information about Godlan or Infor CloudSuite (SyteLine) ERP manufacturing software demos, call 586-464-4400, visit godlan.com or follow us on Twitter @Godlan_Inc.",0.0,0.89,0.11,0.9042,Positive
216,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/new-enrichment-program-available-to-arizona-foster-youth-20591350,New Enrichment Program Available to Arizona Foster Youth,"
Mesa HoHoKams Award $10,000 grant to Helen's Hope Chest for Foster360 Initiative
",MESA, ARIZ.,USA,['Non Profit'],"['Arizona', 'foster care', 'foster parents', 'foster youth']", Helen's Hope Chest,"The new program, Foster360, will offer comprehensive wrap-around services through an innovative personal coaching program and partnerships with existing foster care agencies.
“Young adults in foster care are like anyone else – they come from a variety of backgrounds and face a variety of challenges.
Helen’s Hope Chest has hired former technology consultant and certified professional coach Candice Liozu as the program director for Foster360.
It is about transformation and will lead youth to develop a positive self-image; it is about transforming adversity into opportunity, hardship into wisdom and challenges into strengths,” said Candice Liozu, Foster360 program director.
They can also support Foster360 by participating in Toni & Guy’s “Cut-a-Thon” fundraiser until Aug. 31.",0.039,0.72,0.241,0.9741,Positive
217,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/california-fires-scientology-disaster-response-on-the-ground-to-help-20591269,California Fires: Scientology Disaster Response on the Ground to Help,"
Helping evacuees and first responders cope with some of the deadliest conflagrations in California history
",REDDING, CALIF.,USA,['Philanthropy'],"['Carr Fire', 'disaster response', 'Ferguson Fire', 'Mendocino Complex Fires', 'Scientology Volunteer Ministers']", Scientologynews.org,"The Volunteer Ministers (VMs) are concentrating their efforts at three disaster sites:The Carr Fire: This is the sixth-most destructive wildfire in California history.
With a shortage of shelters, Volunteer Ministers are collecting tents and sleeping bags for the victims of this fire.
Volunteer Ministers headquarters has put out a call for Volunteer Ministers from throughout California and the rest of the Western U.S. to join the disaster response team.
To volunteer, contact the Volunteer Ministers Coordinator at (800) 435-7498 or (323) 960-1949.
For more information, visit the Scientology Newsroom or the Volunteer Ministers website.",0.198,0.781,0.02,-0.959,Negative
218,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/three-towing-industry-leaders-earn-national-recognition-20584801,Three Towing Industry Leaders Earn National Recognition,Unknown,NASHVILLE,MASSACHUSETTS.,USA,['Trucking'],"['Move Over laws', 'safety', 'towing', 'towing and recovery', 'transportation', 'trucking']", Tow Times magazine,"Tow Times magazine awarded national recognition to three towing and recovery industry professionals for their leadership roles at the fifth annual Towing & Recovery Management Summit held in Nashville, Tenn.​Tow Times, the leading publication in the towing and recovery field, singled out three leading lights in the industry for Lifetime Achievement, Industry Champion and Rising Star awards.
Bill Byers of Byers Wrecker Service of Rochester, Michigan, who earned the Industry Champion award.
He has risen to new heights serving as past president of the Towing and Recovery Association of America (TRAA) and the Michigan Towing Association.
Bill Byers heads Byers Wrecker Service, a family-owned firm since 1951 that now includes a third generation.
RISING STARThe Rising Star Award goes to a person who contributes significantly to industry organizations, exemplifies leadership and is a role model for others; strives to learn more about the towing industry and engage in professional development; and exhibits dedication to the towing industry.",0.0,0.864,0.136,0.9716,Positive
219,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/upwire-and-voiceit-team-up-to-simplify-voice-biometric-security-20591185,Upwire and VoiceIt Team Up to Simplify Voice Biometric Security,Unknown,MINNEAPOLIS,MASSACHUSETTS.,USA,"['Security Services', 'Solutions']","['Biometric', 'Cyber Security', 'IVR', 'Security', 'Telephony', 'Voice Biometric']", VoiceIt Technologies LLC,"Upwire, the rich communication workflow builder, today announced an integration with cloud-based voice biometric service provider VoiceIt.
Upwire users can now set up enrollment and verification IVR workflows using VoiceIt’s API2.0 within minutes, using a single drag-and-drop module on the Upwire platform.
We are excited to partner with Upwire to bring voice biometric security to people worldwide with a simple widget implementation only Upwire and VoiceIt can provide,” said Noel Grover, president and founder of VoiceIt Technologies.
About Upwire:Upwire is a cloud-based platform that enables users to build intelligent customer communication flows without the need for any code.
About VoiceIt:VoiceIt Technologies provides a cloud-based, pay-as-you-go, voice biometrics platform (Patent # 9,799,338) that enables developers and businesses to rapidly build and deploy voice biometric security solutions that meet their specific cybersecurity needs.",0.0,0.886,0.114,0.926,Positive
220,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/dov-bechhofer-explains-how-virtual-reality-is-set-to-increase-mri-20591166,Dov Bechhofer Explains How Virtual Reality is Set to Increase MRI Segmentation Efficiency,"
Segmenting MRI scans is a crucial aspect of any neuroimaging workflow, with manual segmentation widely considered to be the most accurate and efficient technique currently available.
",NEW YORK,MASSACHUSETTS.,USA,['Healthcare'],"['Dov Bechhofer', 'Dov Bechhofer N.Y', 'Dov Bechhofer New York']", Web Presence LLC,"Looking to establish a more efficient way to correct these errors, work has now begun on utilizing virtual reality technology to expedite the process.
One such study tested the viability of virtual reality by enlisting 30 individuals to correct an error on a previously segmented MRI scan.
""Half of the participants used the traditional 2D interface, while the other half used a prototype 3D, virtual reality system,"" says Dov Bechhofer.
""This, we understand, is primarily owed to the greater precision afforded by the virtual reality environment.""
Research and development into several virtual reality MRI segmentation software solutions and interfaces are ongoing.",0.048,0.882,0.069,0.2944,Negative
221,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/john-tisera-takes-the-reins-at-johnstone-supply-north-americas-leading-20591167,"John Tisera Takes the Reins at Johnstone Supply, North America's Leading HVACR Cooperative Wholesale Distributor",Unknown,PORTLAND, ORE.,USA,"['Air Conditioning, Heating, Refrigeration. Ventilation,', 'Plumb']","['HVACR', 'Johnstone Supply', 'Plumbing']", Johnstone Supply,"Effective Aug. 6, 2018, Johnstone Supply will be under the leadership of John Tisera, who is taking on the role of president and CEO of the 65-year old organization.
Tisera brings more than 30 years of experience in the industrial distribution, services and manufacturing sectors to Johnstone Supply, the leading HVACR cooperative wholesale distributor in the U.S. and Canada.
John Tisera President & CEOBefore BlueLinx, Tisera brought his Six Sigma Black Belt skills to bear at HD Supply where he served in increasingly responsible roles.
After leading the successful divestiture of HD Supply Power Solutions to Anixter Inc., Tisera served as president of Anixter Utility Power Solutions.
(www.JohnstoneSupply.com)Source: Johnstone Supply",0.0,0.892,0.108,0.891,Positive
222,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/whistleblower-gets-largest-ever-cftc-award-for-exposing-the-isdafix-20590972,"Whistleblower Gets Largest-Ever CFTC Award for Exposing the ISDAFIX Scandal - Garson, Segal, Steinmetz, Fladgate LLP",Unknown,NEW YORK,MASSACHUSETTS.,USA,"['Banking, Finance, Insurance', 'Law']","['award', 'CFTC', 'Fladgate', 'Garson', 'GS2Law', 'Isdafix', 'market manipulation', 'SEC', 'whistleblower']"," Garson, Segal, Steinmetz, Fladgate LLP","Garson and Fladgate also believe the reach of the ISDAFIX investigation has not yet concluded, making it possible that this investigation could result in the largest number and highest awards across both the CFTC and SEC whistleblower programs.
Garson, Segal, Steinmetz, Fladgate LLP“By being the first to come forward, this brave individual caused a global change in reforming a market and stamping out institutional manipulation, which would have continued unabated,” said Garson in a statement.
Garson and Fladgate also believe the reach of the ISDAFIX investigation has not yet concluded, making it possible that this investigation could result in the largest number and highest awards across both the CFTC and SEC whistleblower programs.
As a matter of policy, the CFTC does not comment on the identity of whistleblowers or the CFTC Orders to which whistleblower awards relate.
Press contact: rg@gs2law.comSource: Garson, Segal, Steinmetz, Fladgate LLP",0.014,0.861,0.124,0.9136,Positive
223,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/paul-sternberg-of-houston-explains-common-area-maintenance-in-20587911,Paul Sternberg of Houston Explains Common Area Maintenance in Commercial Leasing,"
In the United States, common area maintenance is a factor of most triple net commercial leases
",HOUSTON,MASSACHUSETTS.,USA,"['Business News', 'Real Estate']","['Paul Sternberg', 'Paul Sternberg Houston', 'Paul Sternberg Texas']", Paul Sternberg,"In the United States, common area maintenance is a factor of most triple net commercial leasesIn a triple net commercial lease, the ""triple"" refers to taxes, insurance and maintenance.
So, these areas aside, what common area maintenance charges can a commercial tenant rightly expect to pay?
Sternberg advises trying to minimize future potential common area maintenance charges by coming to some form of agreement at the start of a new lease.
He suggests negotiating a cap on common area maintenance charge increases, whereby which tenants can budget for their occupancy costs for the entire duration of an agreed lease.
""Another good idea is to negotiate a fixed, yearly common area maintenance charge,"" says Paul Sternberg.",0.047,0.86,0.093,0.7506,Positive
224,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/suzette-belgarde-looks-at-hippotherapy-and-parkinsons-disease-20591200,Suzette Belgarde Looks at Hippotherapy and Parkinson's Disease,"
The debilitating motor symptoms associated with Parkinson's disease are known to drastically decrease the quality of life in sufferers.
",FARIBAULT, MINN.,USA,"['Animal Husb', 'ry']","['Suzette Belgarde', 'Suzette Belgarde FARIBAULT', 'Suzette Belgarde Minnesota']", Web Presence LLC,"The debilitating motor symptoms associated with Parkinson's disease are known to drastically decrease the quality of life in sufferers.
Suzette Belgarde refers to a recent study in which nine volunteers with Parkinson's disease participated in a ten-week program of hippotherapy.
""A further nine individuals suffering from Parkinson's also formed a control group, instead of attending a ten-week series of lessons about the disease,"" says Belgarde.
Of the Parkinson's disease study, Belgarde reveals that when on horseback, participants were receiving exercise similar in intensity to that experienced when walking unassisted.
It has also been shown to improve functional mobility in the elderly, functional strength in stroke sufferers, and both functional mobility and strength in people with spinal cord injuries.""",0.078,0.849,0.073,-0.1531,Negative
225,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/scott-p-zack-discusses-why-we-need-more-young-professionals-to-join-20591186,Scott P. Zack Discusses Why We Need More Young Professionals to Join the Skill Trades Workforce,"
Scott P. Zack reveals the shortage of qualified individuals throughout the world's oldest occupations.
",DETROIT,MASSACHUSETTS.,USA,['Work'],"['Scott P. Zack', 'Scott P. Zack Detroit', 'Scott P. Zack Michigan']", Scott P. Zack,"Scott P. Zack reveals the shortage of qualified individuals throughout the world's oldest occupations.
However, Scott P. Zack explains that having a background as a trade worker is a surefire option that is in demand.
Scott P. Zack hopes that the shortage can be rectified because the world would be altered drastically if something doesn’t change.
In summation, Scott P. Zack urges young professionals to explore the skilled trade industry.
Media Contact:Web Presence, LLCEric Blankenship786-332-6554Source: Scott P. Zack",0.068,0.872,0.06,0.0772,Negative
226,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/1st-security-bank-announces-the-promotion-of-alycia-edmonds-to-sales-20587988,1st Security Bank Announces the Promotion of Alycia Edmonds to Sales Manager,Unknown,MOUNTLAKE TERRACE, WASH.,USA,"['Mortgages', 'Loans']","['banking', 'home loans', 'mortgage', 'mortgage lending', 'new home', 'Pacific Northwest business', 'real estate', 'Washington state business']", 1st Security Bank of Washington,"Alycia entered the home lending business in 2005 and joined 1st Security Bank Home Lending in 2013 as a Loan Officer.
For the past four years, her production and exceptional customer service has earned her the title of Senior Loan Officer and membership into the coveted 1st Security Bank Chairman’s Club.
Alycia will continue to offer her clients exemplary loan officer services as she coaches and mentors others in her new role.
Alycia earned her Bachelor’s Degree in Business Administration from the University of Washington.
MEDIA CONTACTDonna JacobsonDirector of Marketing, 1st Security BankP: 425.697.8086E: donna.jacobson@fsbwa.comDonn CostaEVP, Home Lending SalesP: 425.697.8111E: donn.costa@fsbwa.comSource: 1st Security Bank of Washington",0.0,0.913,0.087,0.8225,Positive
227,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/jacksonville-dentistry-celebrates-retirement-of-longtime-team-member-20590934,Jacksonville Dentistry Celebrates Retirement of Longtime Team Member,"
Cooper Family Dentistry is Celebrating the Retirement of Carolyn Porter, Longtime Dental Assistant and Team Member
",JACKSONVILLE, ARK.,USA,['Dentistry'],"['Carolyn Porter', 'Cooper Family Dentistry', 'Jacksonville dentist', 'retirement party']", Cooper Family Dentistry,"Cooper Family Dentistry is Celebrating the Retirement of Carolyn Porter, Longtime Dental Assistant and Team MemberCooper Family Dentistry, a leading dental practice in Jacksonville, Ark., is celebrating the career and retirement of longtime team member, Carolyn Porter.
Cooper Family Dentistry offers an array of services from comprehensive/preventive care, cosmetic dentistry, restorations, dental implants, to oral/maxillofacial surgery and more.
Cooper Family Dentistry extends a huge thank you and congratulations to Carolyn and wishes her a wonderful retirement.
Cooper Family Dentistry is dedicated to giving patients a reason to smile.
To learn more about Cooper Family Dentistry, please visit: www.coopersmiles.comSource: Cooper Family Dentistry",0.0,0.698,0.302,0.9865,Positive
228,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/black-sage-offers-counter-drone-protection-for-large-scale-events-20581606,Black Sage Offers Counter Drone Protection for Large Scale Events,"
Black Sage announces it now offers event based counter-drone protection (service) specifically for sports and other large scale events.
",BOISE, IDAHO,USA,"['Business Security', 'Security Services', 'Solutions']","['Black Sage', 'Counter Drone Protection', 'Drones', 'large scale events', 'open-air venues', 'sports']",  Black Sage,"Black Sage announces it now offers event based counter-drone protection (service) specifically for sports and other large scale events.
By offering temporary, or one-time counter drone protection as a service, Black Sage is providing stadiums and venues a relatively low-cost solution for specific high-risk events.
“Black Sage has worked with military and government customers over the past several years to protect against the threat of drones at fixed sites.
While this new service allows stadiums to add this extra level of security for specific, high-risk events, Black Sage still offers permanent or semi-permanent solutions for stadiums and venues seeking long-term counter drone protection.
Source: Black Sage",0.031,0.889,0.081,0.5574,Positive
229,"Aug 6, 2018",2018-08-06 00:00:00,2018-08-06,06,Aug,2018,32,1,Monday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/ncjfcj-recognizes-unlv-immigration-clinic-as-2018-innovator-of-the-year-20590868,NCJFCJ Recognizes UNLV Immigration Clinic as 2018 Innovator of the Year,"
For offering law students real-world experience providing pro bono deportation defense
",RENO, NEV.,USA,"['Judicial Branch/Courts', 'Immigration', 'Nationalization']","['immigration', 'innovation', 'justice']", National Council of Juvenile and Family Court Judges,"“It is the NCJFCJ’s honor to recognize the work of the UNLV Immigration Clinic team at William S. Boyd Law,” said Judge John J. Romero, Jr., NCJFCJ president.
We hope to continue to raise awareness of these core issues affecting our nation’s families.”The UNLV Immigration Clinic is an example of the world-class education students receive at UNLV and demonstrates the commitment UNLV Law students have to standing up for others in Nevada.
The UNLV Immigration Clinic offers direct representation to as many of these children as it can, and trains other pro bono lawyers to do the same.
“The UNLV Immigration Clinic is a champion for those who might otherwise not have a voice or representation,” said U.S.
The UNLV Immigration Clinic is an example of the world-class education students receive at UNLV and demonstrates the commitment UNLV Law students have to standing up for others in Nevada.",0.0,0.903,0.097,0.9349,Positive
